1458540003170,-3.982156,-3.0430303,8.143877,-0.024234766,-0.023702133,0.030360037
1458540003172,-3.9773676,-3.0538042,8.181585,-0.073236935,0.016245283,0.051132694
1458540003173,-3.9384618,-3.0119057,8.239645,-0.0077231675,-0.029827405,0.027164243
1458540003174,-4.07553,-2.9514523,8.113351,0.0034621095,0.00479369,0.04527374
1458540003175,-3.9977183,-2.9987376,8.183381,-0.0034621095,0.006924219,0.04527374
1458540003176,-4.0037036,-2.7635074,8.29531,-0.015446335,0.011717909,0.04580637
1458540003177,-4.0222588,-2.9562407,8.163031,-0.005060006,0.008255799,0.04660532
1458540003178,-4.0922894,-2.9364884,8.104971,-0.011984225,0.0039947415,0.046072688
1458540003180,-4.0773253,-3.0280666,8.149862,-0.050600063,0.02396845,0.055926383
1458540003181,-4.086902,-3.0765493,8.066664,-0.06391586,0.013315806,0.06018744
1458540003182,-4.0701427,-3.0017304,8.132504,-0.016245283,-7.9894834E-4,0.04580637
1458540003183,-4.1419687,-3.198055,8.1959505,-0.012250541,0.006924219,0.04234426
1458540003184,-4.246715,-2.956839,8.091205,0.03089267,0.04181163,0.07643273
1458540003185,-4.209007,-3.0142999,8.017583,-0.08948222,7.9894834E-4,0.027164243
1458540003186,-4.2922053,-3.2812533,8.061875,-0.1323591,0.0055926386,0.06178534
1458540003187,-4.220978,-3.3135753,7.9355817,-0.11504856,0.007190535,0.056459017
1458540003188,-4.3305125,-3.198055,7.8368206,-0.05139901,0.006924219,0.06711166
1458540003189,-4.326921,-3.2615013,7.751827,-0.045007423,0.026365295,0.060453758
1458540003335,-4.4484267,-3.5422213,7.7207017,-0.216515,0.042077947,0.0628506
1458540003514,-4.3718123,-3.4261026,7.668628,-0.1123854,0.048469532,0.06258429
1458540003693,-4.575918,-2.9753942,7.5566993,0.046339005,-0.010120012,0.03781689
1458540003876,-5.121197,-7.723695,11.967417,0.09667275,0.009853696,0.05885586
1458540004056,-8.63828,-2.5288756,4.1491513,-0.81945467,0.773382,0.65673554
1458540004235,-2.2038627,7.566276,4.0503907,-0.37417415,1.2695289,4.2498727
1458540004414,-0.88765025,6.943185,4.462792,1.3278521,-1.7528926,3.3771546
1458540004590,-1.0720038,8.456919,2.0512323,2.2828617,-0.49295112,1.1211908
1458540004769,-0.009576807,9.858126,0.39264908,2.2383869,0.3885552,0.6354303
1458540004950,-0.7218518,11.245565,-1.2252327,-0.10546118,-0.18269286,0.015180019
1458540005130,-0.45848963,10.921151,2.2343888,-0.12516858,0.15845808,0.059388492
1458540005310,-1.2120646,8.765172,1.2246342,-0.14407702,0.45673212,0.032756884
1458540005489,0.055066638,10.113707,0.43873745,2.4586303,0.27457193,-0.02609898
1458540005668,-8.3629465,-0.48003745,2.8712463,-0.3153183,-1.2378373,-4.176369
1458540005848,-7.4806833,4.018069,-2.9137435,2.8983183,-2.6072347,-2.9598372
1458540006028,-11.329961,6.331466,4.162918,0.9321064,0.2444782,0.5813681
1458540006217,-5.3642087,-5.5000796,7.717709,-3.4690337,-2.5217474,1.1555456
1458540006387,-5.847239,-5.449203,8.203134,-2.6945865,-1.6823189,-0.3818973
1458540006567,-4.724957,-8.6257105,9.144054,0.9084043,-1.067395,0.6061355
1458540006746,-7.055114,-6.0411696,6.669647,-0.046072688,-0.39601207,0.22876555
1458540006926,-5.1756654,-2.44029,6.663662,-0.58296597,-0.22929817,0.2298308
1458540007106,-4.0898952,-1.8124107,7.3220673,1.0751182,-0.3153183,0.23062976
1458540007285,-4.3143516,-2.243367,8.15106,-1.0013486,-0.5318333,-0.62557656
1458540007464,-4.262876,-1.9267339,7.404069,0.4002731,0.01438107,0.076965354
1458540007644,-4.1258082,-3.5152867,7.5650787,0.3568636,0.009321064,0.06791061
1458540007824,-4.771045,-3.8804023,7.6213427,-0.2213087,-0.049002163,0.09853696
1458540008003,-4.5884876,-3.7954082,7.356185,-0.077231675,0.06684534,0.19734024
1458540008182,-4.7734394,-3.9983168,7.2089415,-0.18242654,0.049534798,-0.0396811
1458540008362,-4.7602715,-3.7972038,7.306505,-0.090014845,0.0034621095,0.043675844
1458540008542,-4.7159786,-3.9959226,7.342418,-0.08175905,0.04234426,0.039947417
1458540008722,-4.619612,-3.6936548,7.3124905,-0.07243799,0.0058589545,0.10439592
1458540008902,-4.8883615,-4.1802764,7.189189,-0.07137272,0.04873585,0.016511599
1458540009082,-4.601057,-4.087501,7.603386,0.007456851,-0.013582122,0.07962852
1458540009260,-4.4927197,-3.3315318,7.639898,0.4045342,-0.18109496,-0.01917476
1458540009440,-4.575918,-3.572149,7.666234,0.23489082,-0.10839066,-0.0034621095
1458540009620,-4.5166616,-3.4847605,7.6351094,0.011717909,-0.0077231675,0.043942157
1458540009799,-4.621408,-3.4733882,7.5890207,0.019441076,-0.0127831735,0.03542004
1458540009979,-4.574721,-3.2962172,7.7494326,-0.018908445,0.012250541,0.05139901
1458540010158,-4.5058875,-3.6194344,7.639299,-0.034621093,0.018109497,0.05486112
1458540010338,-4.69084,-3.6709096,7.5584946,-0.020240024,0.022370555,0.018642128
1458540010518,-4.6058455,-3.490746,7.620744,-0.02396845,0.0063915867,0.09187906
1458540010697,-4.648941,-3.5954924,7.575254,-0.040746365,0.007989483,0.027164243
1458540010877,-4.594473,-3.5847185,7.5686703,-0.035153728,0.012516857,0.03914847
1458540011057,-4.5795093,-3.7487214,7.6045833,-0.015978966,-0.008788432,0.032756884
1458540011236,-4.5441947,-3.5811272,7.5668745,-0.025832662,-0.0029294773,0.034621093
1458540011416,-4.554969,-3.7068229,7.529764,-0.031158986,-0.0039947415,0.040213734
